Status,Opportunity,Billing Request: Billing Request Identifier,Billing Request: Created By,Billing Request: Created Date,Billing Request: Last Modified Date,Purpose of Request,Billing Request: ID,Defect Reason Codes,Months of Service,Defect Root Cause
Complete,TNF Sponsorship 2026,Billing Request- 00100131,Andrew Rivera,3/30/2026,4/30/2026,Invoice Revision: Credit/Rebill,a6JHn3937508,Agency Revision Request,Jul; Aug,Agency submitted updated invoice mapping.
Complete,NWSL Halftime Sponsorship 2026,Billing Request- 00100132,Laura Jenkins,1/17/2026,4/19/2026,Invoice Revision: Credit/Rebill,a6Jat1703065,Incorrect Invoice Amount,Sep; Oct,Missing supporting documentation from vendor.
Complete,NBA League Pass 2026,Billing Request- 00100133,Elena Salazar Castillo,5/2/2026,5/9/2026,Invoice Revision: Missed Billing,a6JXt6568772,Other Invoice Details,Dec,Missing supporting documentation from vendor.
Complete,NASCAR P&Q 2026,Billing Request- 00100134,Connor Mora,4/23/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6JXt5474830,Agency Revision Request,Mar; Apr,Incorrect legal terms delayed PTS.
Complete,NASCAR Apex 2025 2025,Billing Request- 00100135,Andrew Rivera,4/3/2025,6/12/2025,Invoice Revision: Credit/Rebill,a6JHn6142147,PO / IO Mismatch,Mar; Apr,Agency submitted updated invoice mapping.
Complete,TNF Sponsorship 2025,Billing Request- 00100136,Connor Mora,6/29/2025,8/26/2025,Invoice Revision: Credit/Rebill,a6JXt1962308,Agency Revision Request,Jan; Feb,Invoice details mismatch with approved campaign.
Waiting on Someone Else,NFL Prime Video 2025,Billing Request- 00100137,Tyler Ward,12/14/2025,1/4/2026,Invoice Revision: Missed Billing,a6JHn1583829,Other Invoice Details,Aug,Invoice details mismatch with approved campaign.
Complete,Retail Media Expansion 2025,Billing Request- 00100138,Connor Mora,10/18/2025,10/23/2025,Invoice Copy,a6JHn8448065,PO / IO Mismatch,May,
Remove/Inactive,NASCAR P&Q 2025,Billing Request- 00100139,Sofia Morales,6/10/2025,9/2/2025,Invoice Revision: Credit/Rebill,a6Jat9372568,Late Billing Submission,Nov; Dec,Incorrect legal terms delayed PTS.
Remove/Inactive,NWSL Halftime Sponsorship 2024,Billing Request- 00100140,Connor Mora,5/13/2024,8/12/2024,Invoice Revision: Credit/Rebill,a6JHn4358435,Missing Backup Documentation,Mar,Finance validation process delay.
Complete,TNF Sponsorship 2024,Billing Request- 00100141,Elena Salazar Castillo,12/31/2024,2/26/2025,Invoice Revision: Missed Billing,a6JXt5871470,,Jun,Agency submitted updated invoice mapping.
Complete,NBA Playoffs Campaign 2026,Billing Request- 00100142,Andrew Rivera,2/27/2026,3/15/2026,Invoice Revision: Credit/Rebill,a6JHn7189302,,Nov; Dec,Agency submitted updated invoice mapping.
Remove/Inactive,NASCAR Apex 2025 2025,Billing Request- 00100143,Melissa Grant,2/14/2025,2/23/2025,Invoice Revision: Missed Billing,a6JXt7891998,,Mar,Agency submitted updated invoice mapping.
Complete,NWSL Prime Video 2026,Billing Request- 00100144,Tyler Ward,1/19/2026,3/18/2026,Invoice Revision: Missed Billing,a6JXt4052834,Late Billing Submission,Sep; Oct,Client requested retroactive billing adjustments.
Complete,NBA Playoffs Campaign 2026,Billing Request- 00100145,Elena Salazar Castillo,2/9/2026,3/20/2026,Invoice Revision: Missed Billing,a6JHn9705660,,Mar,Late media plan changes from client.
Complete,NBA League Pass 2024,Billing Request- 00100146,Kevin Parker,10/9/2024,11/14/2024,Invoice Revision: Credit/Rebill,a6JXt3829240,PO / IO Mismatch,May,Agency submitted updated invoice mapping.
Waiting on Someone Else,Confluence Academy 2025,Billing Request- 00100147,Angelica Herrera Calvo,11/6/2025,12/20/2025,Invoice Revision: Credit/Rebill,a6Jat5440189,,Mar; Apr,Client requested retroactive billing adjustments.
Remove/Inactive,DirecTV NASCAR Campaign 2025,Billing Request- 00100148,Elena Salazar Castillo,11/18/2025,1/27/2026,Invoice Revision: Credit/Rebill,a6JXt7813102,Late Billing Submission,Mar,Client requested retroactive billing adjustments.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00100149,Laura Jenkins,7/31/2024,10/1/2024,Invoice Revision: Credit/Rebill,a6JXt6357240,Late Billing Submission,May,Invoice details mismatch with approved campaign.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00100150,Gabo Munoz,2/24/2025,4/6/2025,Invoice Revision: Credit/Rebill,a6Jat2624230,Incorrect Invoice Amount,Jan; Feb,Missing supporting documentation from vendor.
Complete,DirecTV NASCAR Campaign 2024,Billing Request- 00100151,Sofia Morales,3/22/2024,7/5/2024,Invoice Revision: Credit/Rebill,a6Jat9359508,Late Billing Submission,Jul; Aug,Late media plan changes from client.
Remove/Inactive,Streaming Bundle Initiative 2025,Billing Request- 00100152,Gabo Munoz,2/16/2025,4/8/2025,Invoice Revision: Credit/Rebill,a6JHn1816348,Incorrect Invoice Amount,Jul; Aug,Finance validation process delay.
Complete,Prime Sports NFL 2024,Billing Request- 00100153,Laura Jenkins,1/5/2024,4/23/2024,Invoice Revision: Credit/Rebill,a6JHn7765480,Other Invoice Details,Jan; Feb,Client requested retroactive billing adjustments.
Complete,Global Consumer Products 2025,Billing Request- 00100154,Kevin Parker,4/10/2025,5/27/2025,Invoice Revision: Credit/Rebill,a6JXt5692934,Agency Revision Request,Apr,Agency submitted updated invoice mapping.
Complete,Global Consumer Products 2026,Billing Request- 00100155,Sofia Morales,4/11/2026,5/7/2026,Invoice Revision: Credit/Rebill,a6JXt7734157,Other Invoice Details,Feb,Client requested retroactive billing adjustments.
Complete,NWSL Prime Video 2024,Billing Request- 00100156,Kevin Parker,6/19/2024,9/30/2024,Invoice Revision: Missed Billing,a6Jat6502353,Incorrect Invoice Amount,Jun,Missing supporting documentation from vendor.
Complete,Streaming Bundle Initiative 2026,Billing Request- 00100157,Laura Jenkins,3/18/2026,5/7/2026,Invoice Revision: Credit/Rebill,a6Jat7180018,Agency Revision Request,Apr,Missing supporting documentation from vendor.
Complete,Prime Sports NFL 2025,Billing Request- 00100158,Gabo Munoz,12/19/2025,3/10/2026,Invoice Revision: Missed Billing,a6JXt4817541,PO / IO Mismatch,Jul; Aug,Agency submitted updated invoice mapping.
Waiting on Someone Else,NWSL Halftime Sponsorship 2025,Billing Request- 00100159,Angelica Herrera Calvo,11/14/2025,2/22/2026,Invoice Revision: Credit/Rebill,a6JXt2843740,Other Invoice Details,May; Jun,Invoice details mismatch with approved campaign.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00100160,Tyler Ward,7/31/2025,10/28/2025,Invoice Revision: Credit/Rebill,a6JHn2044906,PO / IO Mismatch,Jul,
Complete,Streaming Bundle Initiative 2025,Billing Request- 00100161,Sofia Morales,12/6/2025,2/6/2026,Invoice Revision: Credit/Rebill,a6JXt6743294,Incorrect Invoice Amount,Sep,Finance validation process delay.
Complete,Global Consumer Products 2024,Billing Request- 00100162,Angelica Herrera Calvo,5/6/2024,6/11/2024,Invoice Copy,a6JHn5848684,Agency Revision Request,Jul; Aug,Invoice details mismatch with approved campaign.
Complete,NASCAR Apex 2025 2025,Billing Request- 00100163,Laura Jenkins,10/14/2025,2/11/2026,Invoice Revision: Missed Billing,a6JHn7619156,,May,Late media plan changes from client.
Complete,NASCAR Apex 2025 2024,Billing Request- 00100164,Sofia Morales,12/31/2024,1/11/2025,Invoice Revision: Missed Billing,a6Jat4390138,Incorrect Invoice Amount,Nov; Dec,Late media plan changes from client.
Complete,Retail Media Expansion 2024,Billing Request- 00100165,Angelica Herrera Calvo,11/11/2024,2/14/2025,Invoice Revision: Missed Billing,a6JXt4786141,Other Invoice Details,Apr,Missing supporting documentation from vendor.
Remove/Inactive,WNBA Incremental Scatter 2025,Billing Request- 00100166,Andrew Rivera,8/30/2025,9/12/2025,Invoice Copy,a6Jat7826774,Late Billing Submission,Jul,Late media plan changes from client.
Complete,NFL Prime Video 2025,Billing Request- 00100167,Melissa Grant,11/27/2025,12/5/2025,Invoice Revision: Missed Billing,a6Jat3937099,,Jun,Client requested retroactive billing adjustments.
Ready for Work,NBA League Pass 2026,Billing Request- 00100168,Laura Jenkins,4/12/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6JXt2800206,Incorrect Invoice Amount,May; Jun,
Complete,Streaming Bundle Initiative 2025,Billing Request- 00100169,Andrew Rivera,3/10/2025,6/27/2025,Invoice Revision: Missed Billing,a6JHn3726201,Agency Revision Request,Sep,Agency submitted updated invoice mapping.
Complete,DirecTV NASCAR Campaign 2024,Billing Request- 00100170,Melissa Grant,6/21/2024,10/1/2024,Invoice Revision: Credit/Rebill,a6JXt7802999,PO / IO Mismatch,Nov,Incorrect legal terms delayed PTS.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00100171,Angelica Herrera Calvo,2/18/2025,3/14/2025,Invoice Revision: Credit/Rebill,a6JHn7435310,Late Billing Submission,Sep,Invoice details mismatch with approved campaign.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00100172,Andrew Rivera,10/21/2025,10/23/2025,Invoice Revision: Credit/Rebill,a6JXt2983483,Incorrect Invoice Amount,Jun,Missing supporting documentation from vendor.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00100173,Kevin Parker,12/27/2025,4/5/2026,Invoice Revision: Missed Billing,a6JHn7166363,Missing Backup Documentation,Aug,Agency submitted updated invoice mapping.
Complete,Global Consumer Products 2025,Billing Request- 00100174,Angelica Herrera Calvo,8/21/2025,11/25/2025,Invoice Revision: Credit/Rebill,a6JHn4664338,Agency Revision Request,Mar,
Complete,Amazon TNF 2024 2025,Billing Request- 00100175,Kevin Parker,12/27/2025,2/12/2026,Invoice Revision: Credit/Rebill,a6JXt4391627,PO / IO Mismatch,May,Agency submitted updated invoice mapping.
Complete,NFL Prime Video 2025,Billing Request- 00100176,Gabo Munoz,9/24/2025,11/20/2025,Invoice Revision: Credit/Rebill,a6JXt8473959,Late Billing Submission,May,
Complete,Streaming Bundle Initiative 2025,Billing Request- 00100177,Elena Salazar Castillo,10/16/2025,10/24/2025,Invoice Revision: Credit/Rebill,a6Jat7642917,,Jan,Manual billing entry issue.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00100178,Gabo Munoz,1/24/2025,3/20/2025,Invoice Copy,a6Jat8920040,Incorrect Invoice Amount,Mar; Apr,Agency submitted updated invoice mapping.
Complete,NWSL Prime Video 2026,Billing Request- 00100179,Laura Jenkins,4/18/2026,5/6/2026,Invoice Revision: Missed Billing,a6JXt3231198,Other Invoice Details,Jun,
Complete,WNBA Incremental Scatter 2025,Billing Request- 00100180,Sofia Morales,3/7/2025,6/9/2025,Invoice Copy,a6JHn8115687,Late Billing Submission,Aug,Manual billing entry issue.
Complete,WNBA Incremental Scatter 2025,Billing Request- 00100181,Angelica Herrera Calvo,3/21/2025,4/26/2025,Invoice Revision: Missed Billing,a6JXt1262492,Missing Backup Documentation,Mar,Incorrect legal terms delayed PTS.
Complete,NFL Prime Video 2025,Billing Request- 00100182,Gabo Munoz,8/17/2025,11/2/2025,Invoice Revision: Credit/Rebill,a6Jat4645172,Missing Backup Documentation,Sep; Oct,Late media plan changes from client.
Complete,Global Consumer Products 2024,Billing Request- 00100183,Angelica Herrera Calvo,10/21/2024,12/1/2024,Invoice Revision: Missed Billing,a6JXt9745141,Late Billing Submission,Oct,Late media plan changes from client.
Complete,Amazon NBA Live Sports 2024,Billing Request- 00100184,Sofia Morales,10/29/2024,2/19/2025,Invoice Revision: Credit/Rebill,a6JHn7394713,Incorrect Invoice Amount,Mar; Apr,Missing supporting documentation from vendor.
Complete,Streaming Bundle Initiative 2024,Billing Request- 00100185,Andrew Rivera,7/11/2024,8/4/2024,Invoice Revision: Credit/Rebill,a6JXt3421820,Other Invoice Details,Nov; Dec,Missing supporting documentation from vendor.
Complete,NBA League Pass 2026,Billing Request- 00100186,Connor Mora,2/4/2026,3/26/2026,Invoice Revision: Missed Billing,a6JHn7225647,PO / IO Mismatch,Jul,Client requested retroactive billing adjustments.
Ready for Work,Confluence Academy 2024,Billing Request- 00100187,Andrew Rivera,12/10/2024,2/26/2025,Invoice Revision: Credit/Rebill,a6JXt4640933,Missing Backup Documentation,Nov,Late media plan changes from client.
Complete,WNBA Incremental Scatter 2026,Billing Request- 00100188,Melissa Grant,1/4/2026,2/1/2026,Invoice Revision: Missed Billing,a6Jat4431161,Missing Backup Documentation,Nov; Dec,Invoice details mismatch with approved campaign.
Complete,NASCAR Apex 2025 2026,Billing Request- 00100189,Connor Mora,4/8/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6JHn8818250,,Jul; Aug,Invoice details mismatch with approved campaign.
Complete,NFL Prime Video 2026,Billing Request- 00100190,Elena Salazar Castillo,4/5/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6JXt8005797,Missing Backup Documentation,Jul,Invoice details mismatch with approved campaign.
Complete,Amazon NBA Live Sports 2024,Billing Request- 00100191,Andrew Rivera,10/18/2024,2/2/2025,Invoice Copy,a6JHn5317226,Agency Revision Request,Jul; Aug,Finance validation process delay.
Complete,Amazon NBA Live Sports 2024,Billing Request- 00100192,Sofia Morales,6/29/2024,7/21/2024,Invoice Revision: Missed Billing,a6JXt1985360,Other Invoice Details,Mar,Client requested retroactive billing adjustments.
Complete,WNBA Incremental Scatter 2026,Billing Request- 00100193,Laura Jenkins,4/16/2026,5/4/2026,Invoice Revision: Credit/Rebill,a6JXt8650572,Other Invoice Details,Jul; Aug,Finance validation process delay.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00100194,Gabo Munoz,9/29/2024,12/9/2024,Invoice Revision: Missed Billing,a6JXt5809835,PO / IO Mismatch,Mar; Apr,Agency submitted updated invoice mapping.
Complete,NBA Playoffs Campaign 2024,Billing Request- 00100195,Melissa Grant,2/19/2024,4/27/2024,Invoice Revision: Credit/Rebill,a6JHn5484964,Other Invoice Details,Dec,Missing supporting documentation from vendor.
Complete,NBA League Pass 2025,Billing Request- 00100196,Connor Mora,5/5/2025,8/3/2025,Invoice Revision: Missed Billing,a6JXt1531577,Late Billing Submission,Jan; Feb,Missing supporting documentation from vendor.
Complete,NFL Prime Video 2025,Billing Request- 00100197,Kevin Parker,1/29/2025,4/21/2025,Invoice Revision: Missed Billing,a6JXt6557798,,Apr,
Complete,Streaming Bundle Initiative 2026,Billing Request- 00100198,Sofia Morales,2/28/2026,3/28/2026,Invoice Copy,a6JXt5703878,PO / IO Mismatch,Feb,Agency submitted updated invoice mapping.
Complete,NBA Playoffs Campaign 2026,Billing Request- 00100199,Elena Salazar Castillo,3/22/2026,3/25/2026,Invoice Revision: Missed Billing,a6JHn2290796,Missing Backup Documentation,Aug,Missing supporting documentation from vendor.
Waiting on Someone Else,NWSL Halftime Sponsorship 2025,Billing Request- 00100200,Laura Jenkins,10/4/2025,11/16/2025,Invoice Revision: Missed Billing,a6Jat9401909,Other Invoice Details,Apr,Missing supporting documentation from vendor.
Remove/Inactive,Streaming Bundle Initiative 2024,Billing Request- 00100201,Andrew Rivera,2/8/2024,3/23/2024,Invoice Revision: Credit/Rebill,a6JXt5585666,Late Billing Submission,Aug,Invoice details mismatch with approved campaign.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00100202,Connor Mora,7/12/2025,9/6/2025,Invoice Revision: Credit/Rebill,a6Jat2233237,Incorrect Invoice Amount,May,Missing supporting documentation from vendor.
Complete,NWSL Prime Video 2025,Billing Request- 00100203,Laura Jenkins,11/21/2025,12/11/2025,Invoice Revision: Credit/Rebill,a6JHn8461429,,Sep,Incorrect legal terms delayed PTS.
Complete,NWSL Prime Video 2024,Billing Request- 00100204,Kevin Parker,4/5/2024,5/31/2024,Invoice Revision: Credit/Rebill,a6JXt2561359,PO / IO Mismatch,Nov,Missing supporting documentation from vendor.
Complete,NFL Prime Video 2024,Billing Request- 00100205,Tyler Ward,7/30/2024,9/18/2024,Invoice Revision: Credit/Rebill,a6JHn3843767,Incorrect Invoice Amount,Oct,Late media plan changes from client.
Complete,NWSL Prime Video 2025,Billing Request- 00100206,Elena Salazar Castillo,2/2/2025,2/24/2025,Invoice Revision: Credit/Rebill,a6Jat7058670,Missing Backup Documentation,Jul; Aug,Manual billing entry issue.
Complete,Prime Sports NFL 2025,Billing Request- 00100207,Laura Jenkins,3/11/2025,4/19/2025,Invoice Revision: Missed Billing,a6JHn8385715,Late Billing Submission,May,Late media plan changes from client.
Complete,NWSL Prime Video 2025,Billing Request- 00100208,Andrew Rivera,12/22/2025,1/17/2026,Invoice Revision: Credit/Rebill,a6JHn5889688,PO / IO Mismatch,Aug,Invoice details mismatch with approved campaign.
Complete,NFL Prime Video 2025,Billing Request- 00100209,Andrew Rivera,7/21/2025,9/6/2025,Invoice Revision: Credit/Rebill,a6JXt1451577,Agency Revision Request,Jul,Finance validation process delay.
Complete,NWSL Prime Video 2026,Billing Request- 00100210,Melissa Grant,1/18/2026,5/3/2026,Invoice Revision: Credit/Rebill,a6JHn3586094,,Jan; Feb,Incorrect legal terms delayed PTS.
Complete,Streaming Bundle Initiative 2025,Billing Request- 00100211,Sofia Morales,11/3/2025,1/4/2026,Invoice Copy,a6JXt8017921,Other Invoice Details,Dec,
Complete,NBA League Pass 2025,Billing Request- 00100212,Laura Jenkins,2/13/2025,2/27/2025,Invoice Revision: Credit/Rebill,a6JXt7704473,,Mar; Apr,Incorrect legal terms delayed PTS.
Complete,Retail Media Expansion 2024,Billing Request- 00100213,Tyler Ward,5/12/2024,6/10/2024,Invoice Revision: Credit/Rebill,a6JXt9396422,Incorrect Invoice Amount,Jan,Finance validation process delay.
Waiting on Someone Else,Amazon TNF 2024 2024,Billing Request- 00100214,Laura Jenkins,7/31/2024,11/26/2024,Invoice Revision: Missed Billing,a6JHn6232651,Late Billing Submission,Jul,
Complete,NWSL Prime Video 2025,Billing Request- 00100215,Gabo Munoz,9/1/2025,9/14/2025,Invoice Revision: Credit/Rebill,a6JXt2930810,,Nov,Incorrect legal terms delayed PTS.
Complete,NBA Playoffs Campaign 2025,Billing Request- 00100216,Angelica Herrera Calvo,3/26/2025,7/24/2025,Invoice Revision: Credit/Rebill,a6JHn8751982,,Jan; Feb,Agency submitted updated invoice mapping.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00100217,Melissa Grant,12/2/2024,1/27/2025,Invoice Revision: Missed Billing,a6JHn8206700,Other Invoice Details,Jul,Manual billing entry issue.
Waiting on Someone Else,Amazon TNF 2024 2024,Billing Request- 00100218,Angelica Herrera Calvo,12/26/2024,4/9/2025,Invoice Revision: Credit/Rebill,a6JHn6469119,Late Billing Submission,Apr,Late media plan changes from client.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00100219,Laura Jenkins,9/8/2025,11/15/2025,Invoice Revision: Credit/Rebill,a6Jat6837206,,May; Jun,Agency submitted updated invoice mapping.
Complete,Confluence Academy 2026,Billing Request- 00100220,Connor Mora,3/18/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6Jat6123426,Missing Backup Documentation,Dec,Agency submitted updated invoice mapping.
